Mã đơn/điều chỉnh,Loại,Thời gian tạo đơn,Thời gian tất toán đơn,Tiền tệ,Tổng số tiền tất toán,Tổng doanh thu,Tổng sau giảm giá của người bán,Tổng trước giảm giá,Giảm giá của người bán,Tổng hoàn sau giảm giá của người bán,Tổng hoàn trước giảm giá của người bán,Hoàn phần giảm giá của người bán,Tổng phí,Phí giao dịch,Phí hoa hồng TikTok Shop,Phí vận chuyển do người bán trả,Phí vận chuyển thực tế,Ưu đãi phí vận chuyển của sàn,Phí vận chuyển khách trả,Phí hoàn hàng thực tế,Hoàn phí vận chuyển khách,Hoàn tiền SFR,Trợ giá giao hàng thất bại,Trợ giá phí vận chuyển,Hoa hồng affiliate,Hoa hồng affiliate trước PIT,Thuế TNCN khấu trừ từ hoa hồng affiliate,Hoa hồng quảng cáo Shop Ads,Hoa hồng quảng cáo Shop Ads trước PIT,Thuế TNCN khấu trừ từ hoa hồng quảng cáo Shop Ads,Hoa hồng đối tác affiliate,Ký quỹ hoa hồng affiliate,Hoàn hoa hồng affiliate,Phí quảng cáo TAP Shop Ads,Phí dịch vụ SFP,Phí dịch vụ hoàn tiền Bonus,Phí dịch vụ LIVE Specials,Phí dịch vụ Voucher Xtra,Phí xử lý đơn hàng,Phí dịch vụ EAMS,Phí dịch vụ Flash Sale,Thuế VAT khấu trừ bởi TikTok Shop,Thuế TNCN khấu trừ bởi TikTok Shop,Phí chương trình TikTok PayLater,Phí tài nguyên chiến dịch,Phí dịch vụ SFR,Số tiền điều chỉnh,Mã đơn liên quan,Thanh toán của khách,Hoàn tiền cho khách,Giảm giá voucher đồng tài trợ bởi người bán,Hoàn giảm giá voucher đồng tài trợ bởi người bán,Giảm giá từ sàn,Hoàn giảm giá từ sàn,Giảm giá voucher đồng tài trợ bởi sàn,Hoàn giảm giá voucher đồng tài trợ bởi sàn,Giảm phí vận chuyển của người bán,Khối lượng gói ước tính (g),Khối lượng gói thực tế (g)
580617193529443639,Order,2025/10/03,2025/10/08,VND,97400,123000,123000,150000,-27000,0,0,0,-25600,-7150,-12915,0,-40000,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580617193529443639,143000,0,0,0,0,0,0,0,0,210,210
580616967356384521,Order,2025/10/03,2025/10/08,VND,85600,123000,123000,150000,-27000,0,0,0,-37400,-6650,-12915,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580616967356384521,133000,0,0,0,0,0,0,0,0,210,210
580616958425662898,Order,2025/10/03,2025/10/08,VND,147600,246000,246000,300000,-54000,0,0,0,-98400,-12300,-25830,0,-40000,40000,0,0,0,0,0,0,-49200,-49200,0,0,0,0,0,0,0,0,0,0,0,-7380,0,0,0,-2460,-1230,0,0,0,0,580616958425662898,246000,0,0,0,0,0,0,0,0,410,410
580616936032208825,Order,2025/10/03,2025/10/08,VND,85600,123000,123000,150000,-27000,0,0,0,-37400,-6650,-12915,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580616936032208825,133000,0,0,0,0,0,0,0,0,210,210
580616638516266251,Order,2025/10/03,2025/10/08,VND,207845,290000,290000,360000,-70000,0,0,0,-82155,-14005,-30450,0,-47600,14000,33600,0,0,0,0,0,0,0,0,-24650,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580616638516266251,280100,0,0,0,43500,0,0,0,0,510,510
580615613412116391,Order,2025/10/02,2025/10/08,VND,176500,290000,290000,360000,-70000,0,0,0,-113500,-14000,-30450,0,-47600,47600,0,0,0,0,0,0,-56000,-56000,0,0,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580615613412116391,280000,0,0,0,10000,0,0,0,0,510,510
580615622075123209,Order,2025/10/02,2025/10/08,VND,73040,123000,123000,150000,-27000,0,0,0,-49960,-6910,-12915,0,-35200,20000,15200,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580615622075123209,138200,0,0,0,0,0,0,0,0,210,210
580614955538285765,Order,2025/10/02,2025/10/08,VND,73800,123000,123000,150000,-27000,0,0,0,-49200,-6150,-12915,0,-35200,35200,0,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580614955538285765,123000,0,0,0,0,0,0,0,0,210,210
580614745869419563,Order,2025/10/02,2025/10/08,VND,203000,290000,290000,360000,-70000,0,0,0,-87000,-14500,-30450,0,-32100,32100,0,0,0,0,0,0,0,0,0,-29000,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580614745869419563,290000,0,0,0,0,0,0,0,0,510,510
580614704612280305,Order,2025/10/02,2025/10/08,VND,104500,150000,150000,150000,0,0,0,0,-45500,-8000,-15750,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-15000,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580614704612280305,160000,0,0,0,0,0,0,0,0,210,210
580614266736182489,Order,2025/10/02,2025/10/08,VND,73800,123000,123000,150000,-27000,0,0,0,-49200,-6150,-12915,0,-26200,26200,0,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580614266736182489,123000,0,0,0,0,0,0,0,0,210,210
580614207327864378,Order,2025/10/02,2025/10/08,VND,221400,369000,369000,450000,-81000,0,0,0,-147600,-18450,-38745,0,-35100,35100,0,0,0,0,0,0,-73800,-73800,0,0,0,0,0,0,0,0,0,0,0,-11070,0,0,0,-3690,-1845,0,0,0,0,580614207327864378,369000,0,0,0,0,0,0,0,0,610,610
580614112632342407,Order,2025/10/02,2025/10/08,VND,73300,123000,123000,150000,-27000,0,0,0,-49700,-6650,-12915,0,-40000,30000,10000,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580614112632342407,133000,0,0,0,0,0,0,0,0,210,210
580613655819813954,Order,2025/10/02,2025/10/08,VND,206045,290000,290000,360000,-70000,0,0,0,-83955,-13485,-30450,0,-41400,41400,0,0,0,0,0,0,0,0,0,-26970,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580613655819813954,269700,0,0,0,20300,0,0,0,0,510,510
580613677278201321,Order,2025/10/02,2025/10/08,VND,206045,290000,290000,360000,-70000,0,0,0,-83955,-13485,-30450,0,-35100,35100,0,0,0,0,0,0,0,0,0,-26970,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580613677278201321,269700,0,0,0,20300,0,0,0,0,510,510
580613471976392359,Order,2025/10/02,2025/10/08,VND,85600,123000,123000,150000,-27000,0,0,0,-37400,-6650,-12915,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580613471976392359,133000,0,0,0,0,0,0,0,0,210,210
580613388928320604,Order,2025/10/02,2025/10/08,VND,350500,580000,580000,720000,-140000,0,0,0,-229500,-28500,-60900,0,-39400,39400,0,0,0,0,0,0,-114000,-114000,0,0,0,0,0,0,0,0,0,0,0,-17400,0,0,0,-5800,-2900,0,0,0,0,580613388928320604,570000,0,0,0,10000,0,0,0,0,1030,1030
580613361791698118,Order,2025/10/02,2025/10/08,VND,84800,123000,123000,150000,-27000,0,0,0,-38200,-7450,-12915,0,-40000,14000,26000,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580613361791698118,149000,0,0,0,0,0,0,0,0,210,210
580613299346703793,Order,2025/10/02,2025/10/08,VND,75800,123000,123000,150000,-27000,0,0,0,-47200,-6150,-12915,0,-40000,30000,10000,0,0,0,0,0,-22600,-22600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580613299346703793,123000,0,0,0,10000,0,0,0,0,210,210
580613145849726891,Order,2025/10/02,2025/10/08,VND,173930,290000,290000,360000,-70000,0,0,0,-116070,-14570,-30450,0,-41400,40000,1400,0,0,0,0,0,-58000,-58000,0,0,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580613145849726891,291400,0,0,0,0,0,0,0,0,510,510
580613137280632315,Order,2025/10/02,2025/10/08,VND,73450,123000,123000,150000,-27000,0,0,0,-49550,-6500,-12915,0,-37000,30000,7000,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580613137280632315,130000,0,0,0,0,0,0,0,0,210,210
580613026732541844,Order,2025/10/02,2025/10/08,VND,47740,80000,80000,127000,-47000,0,0,0,-32260,-4260,-8400,0,-35200,30000,5200,0,0,0,0,0,-16000,-16000,0,0,0,0,0,0,0,0,0,0,0,-2400,0,0,0,-800,-400,0,0,0,0,580613026732541844,85200,0,0,0,0,0,0,0,0,300,300
580612949537228692,Order,2025/10/02,2025/10/08,VND,76040,123000,123000,150000,-27000,0,0,0,-46960,-5910,-12915,0,-35200,30000,5200,0,0,0,0,0,-22600,-22600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580612949537228692,118200,0,0,0,10000,0,0,0,0,210,210
580612906716136608,Order,2025/10/02,2025/10/08,VND,73800,123000,123000,150000,-27000,0,0,0,-49200,-6150,-12915,0,-35200,35200,0,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580612906716136608,123000,0,0,0,0,0,0,0,0,210,210
580612750400914668,Order,2025/10/02,2025/10/08,VND,73300,123000,123000,150000,-27000,0,0,0,-49700,-6650,-12915,0,-40000,30000,10000,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580612750400914668,133000,0,0,0,0,0,0,0,0,210,210
580612798928356490,Order,2025/10/02,2025/10/08,VND,73800,123000,123000,150000,-27000,0,0,0,-49200,-6150,-12915,0,-40000,40000,0,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580612798928356490,123000,0,0,0,0,0,0,0,0,210,210
580612221155705886,Order,2025/10/02,2025/10/08,VND,90000,150000,150000,150000,0,0,0,0,-60000,-7500,-15750,0,-40000,40000,0,0,0,0,0,0,-30000,-30000,0,0,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580612221155705886,150000,0,0,0,0,0,0,0,0,210,210
580605784141628474,Order,2025/10/02,2025/10/08,VND,224100,360000,360000,360000,0,0,0,0,-135900,-16380,-37800,0,-30300,30300,0,0,0,0,0,0,-65520,-65520,0,0,0,0,0,0,0,0,0,0,0,-10800,0,0,0,-3600,-1800,0,0,0,0,580605784141628474,327600,0,0,0,32400,0,0,0,0,500,500
580605123793225212,Order,2025/10/02,2025/10/08,VND,89500,150000,150000,150000,0,0,0,0,-60500,-8000,-15750,0,-40000,30000,10000,0,0,0,0,0,-30000,-30000,0,0,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580605123793225212,160000,0,0,0,0,0,0,0,0,210,210
580605058302248374,Order,2025/10/02,2025/10/08,VND,65500,110000,110000,110000,0,0,0,0,-44500,-6000,-11550,0,-40000,30000,10000,0,0,0,0,0,-22000,-22000,0,0,0,0,0,0,0,0,0,0,0,-3300,0,0,0,-1100,-550,0,0,0,0,580605058302248374,120000,0,0,0,0,0,0,0,0,110,110
580604570183566944,Order,2025/10/02,2025/10/08,VND,105000,150000,150000,150000,0,0,0,0,-45000,-7500,-15750,0,-40000,40000,0,0,0,0,0,0,0,0,0,-15000,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580604570183566944,150000,0,0,0,0,0,0,0,0,210,210
580604521654682893,Order,2025/10/02,2025/10/08,VND,252000,360000,360000,360000,0,0,0,0,-108000,-18000,-37800,0,-47600,47600,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,0,0,0,0,0,-10800,0,0,0,-3600,-1800,0,0,0,0,580604521654682893,360000,0,0,0,0,0,0,0,0,510,510
580604114485347581,Order,2025/10/02,2025/10/08,VND,77185,110000,110000,110000,0,0,0,0,-32815,-6305,-11550,0,-40000,14000,26000,0,0,0,0,0,0,0,0,-10010,0,0,0,0,0,0,0,0,0,-3300,0,0,0,-1100,-550,0,0,0,0,580604114485347581,126100,0,0,0,9900,0,0,0,0,110,110
580603805821011190,Order,2025/10/02,2025/10/08,VND,106975,150000,150000,150000,0,0,0,0,-43025,-7175,-15750,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-13350,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580603805821011190,143500,0,0,0,16500,0,0,0,0,210,210
580603645372434238,Order,2025/10/01,2025/10/08,VND,65485,110000,110000,110000,0,0,0,0,-44515,-6015,-11550,0,-30300,20000,10300,0,0,0,0,0,-22000,-22000,0,0,0,0,0,0,0,0,0,0,0,-3300,0,0,0,-1100,-550,0,0,0,0,580603645372434238,120300,0,0,0,0,0,0,0,0,110,110
580603167479465259,Order,2025/10/01,2025/10/08,VND,90000,150000,150000,150000,0,0,0,0,-60000,-7500,-15750,0,-40000,40000,0,0,0,0,0,0,-30000,-30000,0,0,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580603167479465259,150000,0,0,0,0,0,0,0,0,210,210
580602993117004804,Order,2025/10/01,2025/10/08,VND,65740,110000,110000,110000,0,0,0,0,-44260,-5760,-11550,0,-35200,30000,5200,0,0,0,0,0,-22000,-22000,0,0,0,0,0,0,0,0,0,0,0,-3300,0,0,0,-1100,-550,0,0,0,0,580602993117004804,115200,0,0,0,0,0,0,0,0,110,110
580602930082580129,Order,2025/10/01,2025/10/08,VND,76185,110000,110000,110000,0,0,0,0,-33815,-6315,-11550,0,-30300,14000,16300,0,0,0,0,0,0,0,0,-11000,0,0,0,0,0,0,0,0,0,-3300,0,0,0,-1100,-550,0,0,0,0,580602930082580129,126300,0,0,0,0,0,0,0,0,110,110
580602753033274940,Order,2025/10/01,2025/10/08,VND,78500,110000,110000,110000,0,0,0,0,-31500,-5000,-11550,0,-35200,35200,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,0,0,0,0,0,-3300,0,0,0,-1100,-550,0,0,0,0,580602753033274940,100000,0,0,0,10000,0,0,0,0,110,110
580602673208395179,Order,2025/10/01,2025/10/08,VND,65740,110000,110000,110000,0,0,0,0,-44260,-5760,-11550,0,-35200,30000,5200,0,0,0,0,0,-22000,-22000,0,0,0,0,0,0,0,0,0,0,0,-3300,0,0,0,-1100,-550,0,0,0,0,580602673208395179,115200,0,0,0,0,0,0,0,0,110,110
580602619224164118,Order,2025/10/01,2025/10/08,VND,90000,150000,150000,150000,0,0,0,0,-60000,-7500,-15750,0,-40000,40000,0,0,0,0,0,0,-30000,-30000,0,0,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580602619224164118,150000,0,0,0,0,0,0,0,0,210,210
580602490301678755,Order,2025/10/01,2025/10/08,VND,59500,85000,85000,110000,-25000,0,0,0,-25500,-4250,-8925,0,-35200,35200,0,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580602490301678755,85000,0,0,0,0,0,0,0,0,110,110
580602416471050126,Order,2025/10/01,2025/10/08,VND,85600,123000,123000,150000,-27000,0,0,0,-37400,-6650,-12915,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580602416471050126,133000,0,0,0,0,0,0,0,0,210,210
580602380293933054,Order,2025/10/01,2025/10/08,VND,86100,123000,123000,150000,-27000,0,0,0,-36900,-6150,-12915,0,-40000,40000,0,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580602380293933054,123000,0,0,0,0,0,0,0,0,210,210
580602313137883074,Order,2025/10/01,2025/10/08,VND,59000,85000,85000,110000,-25000,0,0,0,-26000,-4750,-8925,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580602313137883074,95000,0,0,0,0,0,0,0,0,110,110
580602246857787123,Order,2025/10/01,2025/10/08,VND,84850,123000,123000,150000,-27000,0,0,0,-38150,-7400,-12915,0,-40000,15000,25000,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580602246857787123,148000,0,0,0,0,0,0,0,0,210,210
580602140634809740,Order,2025/10/01,2025/10/08,VND,50500,85000,85000,110000,-25000,0,0,0,-34500,-4750,-8925,0,-40000,30000,10000,0,0,0,0,0,-17000,-17000,0,0,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580602140634809740,95000,0,0,0,0,0,0,0,0,110,110
580602122316121303,Order,2025/10/01,2025/10/08,VND,119000,170000,170000,220000,-50000,0,0,0,-51000,-8500,-17850,0,-30300,30300,0,0,0,0,0,0,0,0,0,-17000,0,0,0,0,0,0,0,0,0,-5100,0,0,0,-1700,-850,0,0,0,0,580602122316121303,170000,0,0,0,0,0,0,0,0,210,210
580601768976811010,Order,2025/10/01,2025/10/08,VND,86100,123000,123000,150000,-27000,0,0,0,-36900,-6150,-12915,0,-40000,40000,0,0,0,0,0,0,-12300,-12300,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580601768976811010,123000,0,0,0,0,0,0,0,0,210,210
580601703678051526,Order,2025/10/01,2025/10/08,VND,73300,123000,123000,150000,-27000,0,0,0,-49700,-6650,-12915,0,-40000,30000,10000,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580601703678051526,133000,0,0,0,0,0,0,0,0,210,210
580601602239071949,Order,2025/10/01,2025/10/08,VND,86100,123000,123000,150000,-27000,0,0,0,-36900,-6150,-12915,0,-40000,40000,0,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580601602239071949,123000,0,0,0,0,0,0,0,0,210,210
580601471207114629,Order,2025/10/01,2025/10/08,VND,59000,85000,85000,110000,-25000,0,0,0,-26000,-4750,-8925,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580601471207114629,95000,0,0,0,0,0,0,0,0,110,110
580601470812915309,Order,2025/10/01,2025/10/08,VND,59000,85000,85000,110000,-25000,0,0,0,-26000,-4750,-8925,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580601470812915309,95000,0,0,0,0,0,0,0,0,110,110
580601508342826758,Order,2025/10/01,2025/10/08,VND,174000,290000,290000,360000,-70000,0,0,0,-116000,-14500,-30450,0,-47600,47600,0,0,0,0,0,0,-58000,-58000,0,0,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580601508342826758,290000,0,0,0,0,0,0,0,0,510,510
580601439132091867,Order,2025/10/01,2025/10/08,VND,85600,123000,123000,150000,-27000,0,0,0,-37400,-6650,-12915,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580601439132091867,133000,0,0,0,0,0,0,0,0,210,210
580601312287818832,Order,2025/10/01,2025/10/08,VND,73800,123000,123000,150000,-27000,0,0,0,-49200,-6150,-12915,0,-14300,14300,0,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580601312287818832,123000,0,0,0,0,0,0,0,0,210,210
580601311920818121,Order,2025/10/01,2025/10/08,VND,58200,85000,85000,110000,-25000,0,0,0,-26800,-5550,-8925,0,-40000,14000,26000,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580601311920818121,111000,0,0,0,0,0,0,0,0,110,110
580601226726115078,Order,2025/10/01,2025/10/08,VND,203000,290000,290000,360000,-70000,0,0,0,-87000,-14500,-30450,0,-47600,47600,0,0,0,0,0,0,0,0,0,-29000,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580601226726115078,290000,0,0,0,0,0,0,0,0,510,510
580601210377307910,Order,2025/10/01,2025/10/08,VND,206045,290000,290000,360000,-70000,0,0,0,-83955,-13485,-30450,0,-47600,47600,0,0,0,0,0,0,0,0,0,-26970,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580601210377307910,269700,0,0,0,20300,0,0,0,0,510,510
580601167209727765,Order,2025/10/01,2025/10/08,VND,73800,123000,123000,150000,-27000,0,0,0,-49200,-6150,-12915,0,-30300,30300,0,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580601167209727765,123000,0,0,0,0,0,0,0,0,210,210
580601155170895228,Order,2025/10/01,2025/10/08,VND,177625,290000,290000,360000,-70000,0,0,0,-112375,-13775,-30450,0,-47600,47600,0,0,0,0,0,0,-55100,-55100,0,0,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580601155170895228,275500,0,0,0,14500,0,0,0,0,510,510
580601095615906856,Order,2025/10/01,2025/10/08,VND,59240,85000,85000,110000,-25000,0,0,0,-25760,-4510,-8925,0,-35200,30000,5200,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580601095615906856,90200,0,0,0,0,0,0,0,0,110,110
580601057163249621,Order,2025/10/01,2025/10/08,VND,59000,85000,85000,110000,-25000,0,0,0,-26000,-4750,-8925,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580601057163249621,95000,0,0,0,0,0,0,0,0,110,110
580600916321993791,Order,2025/10/01,2025/10/08,VND,86100,123000,123000,150000,-27000,0,0,0,-36900,-6150,-12915,0,-40000,40000,0,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580600916321993791,123000,0,0,0,0,0,0,0,0,210,210
580600833676576051,Order,2025/10/01,2025/10/08,VND,75000,123000,123000,150000,-27000,0,0,0,-48000,-6950,-12915,0,-40000,14000,26000,0,0,0,0,0,-22600,-22600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580600833676576051,139000,0,0,0,10000,0,0,0,0,210,210
580600704842827641,Order,2025/10/01,2025/10/08,VND,73300,123000,123000,150000,-27000,0,0,0,-49700,-6650,-12915,0,-40000,30000,10000,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580600704842827641,133000,0,0,0,0,0,0,0,0,210,210
580600622012335247,Order,2025/10/01,2025/10/08,VND,86100,123000,123000,150000,-27000,0,0,0,-36900,-6150,-12915,0,-40000,40000,0,0,0,0,0,0,0,0,0,-12300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580600622012335247,123000,0,0,0,0,0,0,0,0,210,210
580600607607654362,Order,2025/10/01,2025/10/08,VND,73800,123000,123000,150000,-27000,0,0,0,-49200,-6150,-12915,0,-35200,35200,0,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580600607607654362,123000,0,0,0,0,0,0,0,0,210,210
580600559979693742,Order,2025/10/01,2025/10/08,VND,59500,85000,85000,110000,-25000,0,0,0,-25500,-4250,-8925,0,-40000,40000,0,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580600559979693742,85000,0,0,0,0,0,0,0,0,110,110
580600612904142468,Order,2025/10/01,2025/10/08,VND,73785,123000,123000,150000,-27000,0,0,0,-49215,-6165,-12915,0,-30300,30000,300,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580600612904142468,123300,0,0,0,0,0,0,0,0,210,210
580600544887932102,Order,2025/10/01,2025/10/08,VND,203000,290000,290000,360000,-70000,0,0,0,-87000,-14500,-30450,0,-47600,47600,0,0,0,0,0,0,0,0,0,-29000,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580600544887932102,290000,0,0,0,0,0,0,0,0,510,510
580600569079433031,Order,2025/10/01,2025/10/08,VND,178500,255000,255000,330000,-75000,0,0,0,-76500,-12750,-26775,0,-40000,40000,0,0,0,0,0,0,0,0,0,-25500,0,0,0,0,0,0,0,0,0,-7650,0,0,0,-2550,-1275,0,0,0,0,580600569079433031,255000,0,0,0,0,0,0,0,0,310,310
580600574773004091,Order,2025/10/01,2025/10/08,VND,50500,85000,85000,110000,-25000,0,0,0,-34500,-4750,-8925,0,-40000,30000,10000,0,0,0,0,0,-17000,-17000,0,0,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580600574773004091,95000,0,0,0,0,0,0,0,0,110,110
580600461507004073,Order,2025/10/01,2025/10/08,VND,51000,85000,85000,110000,-25000,0,0,0,-34000,-4250,-8925,0,-35200,35200,0,0,0,0,0,0,-17000,-17000,0,0,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580600461507004073,85000,0,0,0,0,0,0,0,0,110,110
580600414499538191,Order,2025/10/01,2025/10/08,VND,59000,85000,85000,110000,-25000,0,0,0,-26000,-4750,-8925,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580600414499538191,95000,0,0,0,0,0,0,0,0,110,110
580600305566255080,Order,2025/10/01,2025/10/08,VND,73800,123000,123000,150000,-27000,0,0,0,-49200,-6150,-12915,0,-35200,35200,0,0,0,0,0,0,-24600,-24600,0,0,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580600305566255080,123000,0,0,0,0,0,0,0,0,210,210
580600337959716150,Order,2025/10/01,2025/10/08,VND,87600,123000,123000,150000,-27000,0,0,0,-35400,-5650,-12915,0,-26200,26200,0,0,0,0,0,0,0,0,0,-11300,0,0,0,0,0,0,0,0,0,-3690,0,0,0,-1230,-615,0,0,0,0,580600337959716150,113000,0,0,0,10000,0,0,0,0,210,210
580600299159717118,Order,2025/10/01,2025/10/08,VND,174000,290000,290000,360000,-70000,0,0,0,-116000,-14500,-30450,0,-47600,47600,0,0,0,0,0,0,-58000,-58000,0,0,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580600299159717118,290000,0,0,0,0,0,0,0,0,510,510
