ID,Mã vận đơn,Trạng thái,Sản phẩm,Số lượng,Đơn giá,Giảm giá,Ngày tạo đơn,Ngày cập nhật,Tỉnh thành phố,Ngày giờ đẩy đơn sang đvvc,Thẻ,Ảnh SP,Doanh thu chưa trừ phí sàn,Tiền thanh toán thực tế,Tổng phí đối soát,Sàn trợ giá,khác,phí aff,tên aff,tiền spf ship,tiền thực nhận,tiền ship shop chịu,phí giao dịch,phí hoa hồng tiktok shop,phí 9% thực tế,phí xtra,phí flash sale,ghi chú,thuế,phí tiktok bù,Phí xử lý đơn hàng
580803807686460839,VTPVN9018031553,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,0,0,17/10/2025,3/11/2025,Gia Lai,14:29 17/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,0,0,0,0,,0,,0,-30300,-30300,0,0,0,0,0,,0,,
580807253321484183,VTPVN9012941154,Đã hoàn,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,17/10/2025,28/10/2025,Gia Lai,08:12 24/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,0,123000,0,0,,0,phch1987,0,-30300,-30300,0,0,0,0,0,,0,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807201165050882,VTPVN9013151859,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,17/10/2025,6/11/2025,Đồng Nai,09:27 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,123000,0,0,,24600,vuonmaianhquy,0,73800,0,-6150,-12915,-19065,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807453263889728,VTPVN9017091959,Đã huỷ,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,17/10/2025,18/10/2025,Hồ Chí Minh,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,0,133000,0,0,,,vuonmaianhquy,,,,,,,,,,,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807535103542671,VTPVN9013911858,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,17/10/2025,5/11/2025,Cần Thơ,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,138200,0,0,,12300,vuonmaianhquy,0,85340,0,-6910,-12915,-19825,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807554479064902,VTPVN9014061155,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,110000,25000,17/10/2025,5/11/2025,Cần Thơ,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/db50b70ae7f8f30a978358aef36ae50f5ac07b7e.jpg,85000,85000,0,0,,17000,vuonmaianhquy,0,51000,0,-4250,-8925,-13175,-2550,0,,-1275,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807705776456731,VTPVN9013171859,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,90300,17/10/2025,5/11/2025,Gia Lai,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,269700,0,20300,,53940,vuonmaianhquy,0,179075,0,-13485,-30450,-43935,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807739137099732,VTPVN9013701354,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,90300,17/10/2025,7/11/2025,Hồ Chí Minh,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,269700,0,20300,,53940,vuonmaianhquy,0,179075,0,-13485,-30450,-43935,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807731848905923,VTPVN9010271459,Đã hoàn,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,17/10/2025,3/11/2025,Đồng Tháp,22:44 23/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,0,128200,0,0,,0,vuonmaianhquy,0,-35200,-35200,0,0,0,0,0,,0,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807804720678260,VTPVN9013961554,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,96100,17/10/2025,6/11/2025,An Giang,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,271500,0,26100,,52780,vtnn69,0,180145,0,-13575,-30450,-44025,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807858740168443,VTPVN9013981554,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,39300,17/10/2025,5/11/2025,Hồ Chí Minh,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,110700,0,12300,,22140,vuonmaianhquy,0,76875,0,-5535,-12915,-18450,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580807965120956272,,Đã huỷ,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",2,110000,50000,17/10/2025,17/10/2025,Gia Lai,,,https://content.pancake.vn/2-25/2025/9/23/db50b70ae7f8f30a978358aef36ae50f5ac07b7e.jpg,0,170000,,0,,,nguyen.nong.dan.81,,,,,,,,,,,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580808063207638252,VTPVN9011271959,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,37000,17/10/2025,7/11/2025,Hồ Chí Minh,09:27 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,113000,0,10000,,22600,vuonmaianhquy,0,76300,0,-5650,-12915,-18565,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580808088512792546,VTPVN9018031759,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",2,360000,172000,17/10/2025,6/11/2025,Đồng Tháp,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,580000,548000,0,32000,,109600,taphoaphanbon,0,356000,0,-27400,-60900,-88300,-17400,0,,-8700,,
_,,,"(COMBO 5 GÓI) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/6/11/26faf003e75ce17d00e3958d686be17f6d658f32.jpg,,,,,,,,,,,,,,,,,,,
580808137678096076,VTPVN9010251459,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,17/10/2025,6/11/2025,Hồ Chí Minh,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,138200,0,0,,24600,vuonmaianhquy,0,73040,0,-6910,-12915,-19825,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580808199583401690,VTPVN9010801854,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,110000,25000,17/10/2025,7/11/2025,An Giang,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/db50b70ae7f8f30a978358aef36ae50f5ac07b7e.jpg,85000,105000,0,0,,8500,vuonmaianhquy,0,58500,0,-5250,-8925,-14175,-2550,0,,-1275,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580808188399158385,VTPVN9013721354,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",2,110000,67000,17/10/2025,7/11/2025,Gia Lai,17:04 22/10/2025,,https://content.pancake.vn/2-25/2025/9/23/db50b70ae7f8f30a978358aef36ae50f5ac07b7e.jpg,170000,153000,0,17000,,30600,nguyen.nong.dan.81,0,106250,0,-7650,-17850,-25500,-5100,0,,-2550,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580808537941967992,VTPVN9015921254,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,110000,25000,17/10/2025,4/11/2025,Quảng Ngãi,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/db50b70ae7f8f30a978358aef36ae50f5ac07b7e.jpg,85000,85000,0,0,,17000,ongbonongdan,0,51000,0,-4250,-8925,-13175,-2550,0,,-1275,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580808609331250416,VTPVN9018841654,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",4,150000,108000,17/10/2025,6/11/2025,Tây Ninh,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,492000,492000,0,0,,98400,vuonmaianhquy,0,295200,0,-24600,-51660,-76260,-14760,0,,-7380,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580808581091395018,VTPVN9019001555,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,70000,17/10/2025,5/11/2025,Cần Thơ,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,291400,0,0,,58000,vtnn69,0,173930,0,-14570,-30450,-45020,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580808696190567852,VTPVN9018151159,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,110000,25000,17/10/2025,7/11/2025,Hà Nội,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/db50b70ae7f8f30a978358aef36ae50f5ac07b7e.jpg,85000,100200,0,0,,17000,vtnn69,0,50240,0,-5010,-8925,-13935,-2550,0,,-1275,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580808768544015503,VTPVN9013131859,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,87400,17/10/2025,6/11/2025,Lâm Đồng,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,272600,0,17400,,54520,nongduoctoancauofficial,0,178350,0,-13630,-30450,-44080,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580808859505756114,VTPVN9012961154,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",2,360000,227000,17/10/2025,7/11/2025,Lâm Đồng,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,580000,493000,0,87000,,98600,hoa.mc.lan7338,0,369750,0,-24650,-60900,-85550,-17400,0,,-8700,,
_,,,"(COMBO 5 GÓI) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/6/11/26faf003e75ce17d00e3958d686be17f6d658f32.jpg,,,,,,,,,,,,,,,,,,,
580809998127564686,VTPVN9013941554,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,110000,0,17/10/2025,6/11/2025,Quảng Ninh,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/db50b70ae7f8f30a978358aef36ae50f5ac07b7e.jpg,110000,125200,0,0,,22000,ongbonongdan,0,65240,0,-6260,-11550,-17810,-3300,0,,-1650,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580810021523719859,VTPVN9011251959,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,8000,17/10/2025,7/11/2025,Cà Mau,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,150000,142000,0,8000,,28400,tuanoque7979,0,92000,0,-7100,-15750,-22850,-4500,0,,-2250,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580811179578656254,VTPVN9015001155,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",6,150000,0,18/10/2025,6/11/2025,Lâm Đồng,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,900000,0,0,0,,90000,phch1987,0,630000,0,-45000,-94500,-139500,-27000,0,1 bọ 200,-13500,,
_,,,"(COMBO 5 GÓI) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/6/11/26faf003e75ce17d00e3958d686be17f6d658f32.jpg,,,,,,,,,,,,,,,,,,,
580811481892881925,VTPVN9018051759,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,0,18/10/2025,6/11/2025,Cần Thơ,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,150000,150000,0,0,,30000,vtnn61,0,90000,0,-7500,-15750,-23250,-4500,0,,-2250,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580811611734115874,VTPVN9015021155,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,0,18/10/2025,5/11/2025,Hồ Chí Minh,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,150000,150000,0,0,,30000,vuonmaianhquy,0,90000,0,-7500,-15750,-23250,-4500,0,1 rex,-2250,,
580812576472729234,VTPVN9017111459,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,0,18/10/2025,6/11/2025,Tây Ninh,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,150000,150000,0,0,,30000,vuonmaianhquy,0,90000,0,-7500,-15750,-23250,-4500,0,,-2250,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580812929798801235,VTPVN9014081155,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,0,18/10/2025,4/11/2025,Kon Tum,09:26 18/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,150000,150000,0,0,,30000,nguyen.nong.dan.81,0,90000,0,-7500,-15750,-23250,-4500,0,,-2250,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
